ID;name
d22d9f12-3e2f-4640-ad42-74818cb7d649;GET
4eaa8eda-1329-4cb8-8d19-174c2e06cd3f;POST
ebda733c-b584-436d-8377-d713245dbb50;PUT
3eb26cf5-5ebd-4429-a76f-1c74522130a9;DELETE
d1bbe4b1-4610-46eb-8f0d-53ea5d3c7dca;PATCH
